PC,FCI,GES,LiNGAM
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9052197802197803,0.6150479150479153,0.9661616161616162,0.9948717948717949
0.9351981351981352,0.6892592592592596,0.9633333333333333,0.9268376068376071
1,1,1,1
1,1,1,0.5666666666666667
0.9609722222222223,0.8099999999999999,0.8280623973727422,0.9146624617212853
1,1,1,0.9555555555555555
0,0,0,0
1,1,1,0.9428571428571428
1,1,1,1
1,1,1,1
0.9247863247863249,0.6761253561253563,0.9787878787878789,0.9418231854145167
1,0,1,1
1,1,1,1
0.961904762,0.7972832722832722,0.9787878787878789,0.8317686387362655
1,1,1,1
0.9137362637362638,0.6197538572538571,0.9606060606060609,0.9783882783882782
0.9479797979797978,0.7543265993265994,0.963333333,0.8872276334776337
1,1,1,1
1,1,1,0.6333333333333333
0.9631944444444446,0.8055555555555555,0.9100246305418719,0.9032810782268987
0.9944444444444444,0.9944444444444444,1,0.9388888888888888
0,0,0,0
0.9866666666666667,0.9444444444444445,1,0.9742857142857144
1,1,1,0.9833333333333333
0.9145299145299147,0.6117985717985719,0.9787878787878788,0.9010034686389177
0.9666666666666668,0.8582722832722832,0.9797979797979797,0.9120476934735245
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9157509157509159,0.6407828282828283,0.965909091,0.995054945
0.9532828282828285,0.6901094276094277,0.97,0.9183943833943835
1,1,1,1
1,1,1,0.5666666666666667
0.9627777777777778,0.6333333333333333,0.89652162,0.8777445781025031
0.9944444444444444,0.9944444444444444,1,0.9611111111111109
0,0,0,0
0.9866666666666667,0.9444444444444444,1,0.936190476
1,1,1,1
0.9302503052503056,0.6465952565952566,0.9787878787878789,0.9054632496273365
0.9597069597069597,0.8037316849816851,0.9762626262626264,0.9334250659328059
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9101648351648353,0.6127946127946128,0.9633838383838385,0.9976190476190477
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9492368742368743,0.6116511266511268,0.9608585858585861,0.995054945
0.9393939393939394,0.6973063973063973,0.9666666666666665,0.914574176
1,1,1,1
0.9315656565656567,0.7472261072261073,0.9599999999999997,0.8888797313797313
1,1,1,1
1,1,1,0.6666666666666666
0.9550000000000001,0.6111111111111112,0.8960262725779968,0.9360128713775485
1,1,1,0.6666666666666666
0.9538888888888889,0.7284126984126984,0.8593749269036625,0.9188825777325362
1,1,0.9888888888888888,0.9666666666666665
0,0,0,0
0.9944444444444444,0.9944444444444444,0.9777777777777777,0.9666666666666667
0,0,0,0
0.9733333333333334,0.888888889,1,0.9809523809523809
1,1,1,1
1,1,1,0.9428571428571428
0.9070512820512824,0.6272066822066823,0.9848484848484849,0.896841245
0.9695970695970697,0.8242612942612942,0.9818181818181818,0.839448508
1,1,1,1
0.9264041514041514,0.6385656010656011,0.9787878787878788,0.9184869854374498
0.9542124542124544,0.8142246642246641,0.9792929292929294,0.8270992200592417
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9345848595848596,0.6621486846486845,0.9686868686868688,0.9904761904761904
0.9385586635586634,0.7514814814814816,0.97,0.9296658896658899
1,1,1,1
1,1,1,0.8
0.9576190476190477,0.8345238095238094,0.8290481336458349,0.9288428530533793
0.9833333333333333,0.9833333333333333,1,0.9611111111111111
0,0,0,0
0.9933333333333334,0.9722222222222222,1,0.9809523809523809
1,1,1,1
0.9105921855921859,0.711010101,0.9818181818181819,0.9235059052860912
0.9641025641025642,0.8452380952380952,0.9818181818181819,0.9060062418051378
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.9367521367521369,0.6147403522403524,0.9633838383838387,0.96995116
1,0,1,1
0.9345959595959596,0.7085016835016835,0.9666666666666666,0.9505876068376069
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,0.7
0.9065018315018316,0.6318562918562917,0.9747474747474748,0.9926739926739927
0.9691666666666667,0.7916666666666666,0.9108866995073893,0.8986230991270951
0.9438228438228439,0.7700207200207202,0.9833333333333333,0.8995054945054947
1,1,1,1
0.9888888888888888,0.9888888888888888,0.9777777777777779,0.9499999999999997
0,0,0,0
1,1,1,0.7
0.9667857142857144,0.7567460317460317,0.9121565407772305,0.8995685326025884
0.9733333333333334,0.888888889,1,0.9619047619047619
1,1,1,0.9916666666666667
0.9944444444444444,0.9944444444444444,1,0.9722222222222221
0,0,0,0
0.9100732600732603,0.613843934,0.9939393939393939,0.9193502547217719
0.9747252747252748,0.8753968253968253,0.9762626262626263,0.9194415778007109
0.9866666666666667,0.9444444444444444,1,0.9104761904761904
1,1,1,0.9833333333333333
0.9274420024420027,0.6321652421652425,0.993939394,0.912378454
0.9514346764346765,0.8031746031746032,0.9727272727272728,0.9088865955739021
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9264346764346766,0.6486556961556961,0.9714646464646466,0.9901098901098901
0.9436868686868688,0.6471296296296296,0.9733333333333332,0.8808272283272284
1,1,1,1
1,1,1,0.7
0.95995098,0.7053571428571428,0.8432104192104194,0.8910451671364985
0.9944444444444444,0.9944444444444444,1,0.9499999999999998
0,0,0,0
0.9866666666666667,0.9444444444444444,1,0.9809523809523809
1,1,1,1
0.9191086691086691,0.6610249935249934,0.9727272727272728,0.9185542082330009
0.9545787545787547,0.7826862026862025,0.993939394,0.9106180483889461
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.928846154,0.6946439671439671,0.9661616161616162,0.9879120879120878
0.9240481740481741,0.7337734487734487,0.9733333333333332,0.8905631868131871
1,1,1,1
1,1,1,0.6333333333333333
0.9563888888888888,0.7683333333333332,0.872614252,0.911501125
0.9944444444444444,0.9944444444444444,0.9888888888888888,0.9388888888888888
0,0,0,0
0.9933333333333334,0.9722222222222222,1,0.9809523809523809
1,1,1,1
0.9335470085470086,0.7042033892033894,0.984848485,0.9107355807820205
0.9589743589743591,0.7626678876678877,0.9757575757575758,0.8264787786459612
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9110805860805863,0.6587963887963888,0.9661616161616163,0.9855311355311355
0.9262626262626262,0.6216798941798943,0.9733333333333332,0.8916142191142191
1,1,1,1
1,1,1,0.5333333333333333
0.9604166666666668,0.6611111111111112,0.9161384783798577,0.918035425
0.9888888888888888,0.9888888888888888,1,0.9555555555555555
0,0,0,0
1,1,1,0.9428571428571428
1,1,1,1
0.9172466422466423,0.6471946571946574,0.9795454545454546,0.9277766311202844
0.9490842490842493,0.7858730158730158,0.9818181818181818,0.9273077479148282
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9201159951159953,0.6369891219891222,0.9750000000000001,0.9924908424908424
0.9396464646464647,0.7491582491582494,0.97,0.8911691086691087
1,1,1,1
1,1,1,0.6333333333333333
0.9609722222222223,0.8234126984126984,0.8749458502332065,0.9000404136627046
0.9944444444444444,0.9944444444444444,1,0.9499999999999998
0,0,0,0
0.9933333333333334,0.9722222222222222,1,0.980952381
1,1,0.9916666666666667,0.9783333333333334
0.9180708180708184,0.6523300773300774,0.990909091,0.8918075622061691
0.9597069597069599,0.8176800976800978,0.9762626262626262,0.9110064786148377
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9326007326007327,0.7171094646094647,0.9803030303030305,0.9906105006105006
0.9505050505050505,0.7539393939393941,0.9733333333333332,0.9482371794871796
1,1,1,1
1,1,1,0.6
0.9629166666666666,0.6666666666666667,0.8716475095785442,0.905962122
1,1,0.9777777777777777,0.9611111111111109
0,0,0,0
0.9800000000000001,0.9166666666666666,1,0.9428571428571428
1,1,1,1
0.9322954822954824,0.6697319347319348,0.987878788,0.9116842350975479
0.9673992673992675,0.8418559218559218,0.9762626262626264,0.8449628974396775
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9138278388278389,0.6330645280645281,0.9689393939393941,0.9788400488400488
0.9520202020202021,0.7459077959077958,0.9599999999999996,0.912838828
1,1,1,1
1,1,1,0
0.9561111111111112,0.775,0.9103913519430763,0.9016576758306353
0.9833333333333333,0.9833333333333333,0.9777777777777779,0.9611111111111111
0,0,0,0
0.9933333333333334,0.9722222222222222,1,0.980952381
1,1,1,1
0.913675214,0.6278242128242131,0.9969696969696968,0.9253835569315446
0.9527472527472529,0.7709172771672771,0.9787878787878788,0.9075245302799481
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9210317460317462,0.6942229067229067,0.9575757575757576,0.9902930402930402
0.9304390054390054,0.7696560846560846,0.9533333333333331,0.8961187423687424
1,1,1,1
1,1,1,0.6
0.9508333333333334,0.6277777777777778,0.8478845101258895,0.9011146753716412
0.9777777777777777,0.9777777777777777,1,0.9388888888888887
0,0,0,0
0.9866666666666667,0.9444444444444444,1,0.980952381
1,1,1,1
0.9058913308913311,0.6847940947940947,0.9848484848484849,0.9118075622061691
0.9597069597069599,0.7011701261701262,0.9696969696969696,0.8958443992903543
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9403846153846155,0.6442351167351167,0.9737373737373739,0.9923076923076923
0.9393939393939394,0.7633333333333332,0.9699999999999999,0.9051076701076701
1,1,1,1
1,1,1,0.6666666666666666
0.9568055555555557,0.7478571428571428,0.9024299093839326,0.914743087
0.9944444444444444,0.9944444444444444,1,0.9555555555555554
0,0,0,0
0.9933333333333334,0.9722222222222222,1,0.9619047619047619
1,1,1,0.9833333333333333
0.9256410256410259,0.6584680134680136,0.9878787878787878,0.8978525971792226
0.961904762,0.8130586080586081,0.9818181818181819,0.7866094901543821
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.917002442,0.6139703814703814,0.971969697,0.9976190476190477
0.9496309246309248,0.8003703703703705,0.9666666666666666,0.936446193
1,1,1,1
1,1,1,0.7333333333333333
0.9548611111111112,0.7195238095238096,0.9269321291735086,0.9061785923514324
0.9888888888888888,0.9888888888888888,0.9888888888888889,0.9722222222222221
0,0,0,0
0.9866666666666667,0.9444444444444445,1,0.980952381
1,1,1,0.975
0.901770452,0.6181507381507381,0.9848484848484848,0.9312686127082411
0.9589743589743591,0.7665750915750915,0.9787878787878788,0.9473856209150325
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9072954822954825,0.5966886816886819,0.9601010101010101,0.9926739926739926
0.93498446,0.6991127391127391,0.9733333333333332,0.8877360139860142
1,1,1,1
1,1,1,0.8
0.9654166666666667,0.7440476190476191,0.9070662287903668,0.9088839746424886
1,1,1,0.9611111111111109
0,0,0,0
0.9933333333333334,0.9722222222222222,1,0.980952381
1,1,1,0.9916666666666667
0.9093406593406596,0.6504414104414107,0.9909090909090909,0.9222660818713451
0.9527472527472528,0.7712072649572649,0.9818181818181818,0.8395920534499077
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9157509157509158,0.6470390720390721,0.9714646464646465,0.9904761904761904
0.9575757575757575,0.7611784511784514,0.9699999999999999,0.9192346542346544
1,1,1,1
1,1,1,0.8333333333333334
0.9608333333333334,0.7692857142857144,0.8764887794198142,0.9309673951779218
0.9944444444444446,0.9944444444444446,0.9888888888888889,0.9666666666666667
0,0,0,0
0.9933333333333334,0.9722222222222222,1,0.9809523809523809
1,1,1,0.9916666666666667
0.9233760683760686,0.6774952824952827,0.9787878787878789,0.9111152063164448
0.9567765567765569,0.7724420024420023,0.9727272727272728,0.8471425909545104
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.9234737484737485,0.6513677063677064,0.9545454545454549,0.9976190476190477
0.955050505,0.7345839345839347,0.9633333333333333,0.9369696969696972
1,1,1,1
1,1,1,0.6333333333333333
0.9625000000000001,0.8,0.9513546798029557,0.9565328708139565
1,1,1,0.9499999999999998
0,0,0,0
1,1,1,0.9428571428571427
1,1,1,0.9916666666666667
0.8989255189255192,0.6190320790320794,0.984848485,0.9203897202155716
0.9573260073260074,0.7964896214896217,0.9757575757575758,0.8418681685743201
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.934004884,0.6854649979649978,0.9666666666666669,0.9952380952380953
0.9396464646464647,0.6754569504569506,0.9700000000000001,0.8871474358974362
1,1,1,1
1,1,1,0.6666666666666666
0.9736111111111112,0.7476190476190477,0.8553132265775943,0.9029775913057646
1,1,1,0.95
0,0,0,0
0.9866666666666667,0.9444444444444444,1,0.9619047619047619
1,1,1,0.9916666666666667
0.9159951159951161,0.6402382802382804,0.9848484848484849,0.9160524882467608
0.961904762,0.8362637362637363,0.9732323232323234,0.8387599397755543
1,1,1,1
1,0,1,1
1,1,1,1
1,1,1,1
0.917918193,0.6284104784104785,0.9744949494949496,0.9928571428571428
0.9373737373737374,0.746902357,0.9766666666666666,0.9203640803640806
1,1,1,1
1,1,1,0.7333333333333333
