8.648180961608886719e-02,-1.209766387939453125e+00,-7.720136642456054688e-02,-1.197978019714355469e+00,-1.380937576293945312e+00,-1.391542434692382812e+00,-1.357325911521911621e+00,1.000000000000000000e+00,-7.008267939090728760e-02
1.327520608901977539e+00,8.228720426559448242e-01,-1.069464683532714844e-01,-8.250761032104492188e-01,-9.370317459106445312e-01,-1.240658044815063477e+00,-8.033654689788818359e-01,0.000000000000000000e+00,-3.644108772277832031e-03
4.809492826461791992e-01,-6.948986649513244629e-01,-1.943194866180419922e-01,-1.028973579406738281e+00,-7.382411956787109375e-01,-1.709901332855224609e+00,-1.337826728820800781e+00,0.000000000000000000e+00,4.267639517784118652e-01
-8.417067527770996094e-01,-1.947382807731628418e+00,-7.489902973175048828e-01,-1.468845844268798828e+00,-3.354985713958740234e-01,-1.743308186531066895e+00,-1.543540358543395996e+00,1.000000000000000000e+00,-6.030597090721130371e-01
7.552909851074218750e-02,-1.243334650993347168e+00,-3.922824859619140625e-01,-1.659134507179260254e+00,-6.852138042449951172e-01,-1.703019738197326660e+00,-1.408823251724243164e+00,1.000000000000000000e+00,1.848308742046356201e-01
-4.757157564163208008e-01,-1.445128321647644043e+00,-8.398957252502441406e-01,-6.964960098266601562e-01,-8.841924667358398438e-01,-6.098704338073730469e-01,-1.665618300437927246e+00,1.000000000000000000e+00,-1.828526407480239868e-01
-4.807320833206176758e-01,-1.202322483062744141e+00,-1.513065218925476074e+00,-6.047000885009765625e-01,-1.035263538360595703e+00,9.733073711395263672e-01,-1.370833635330200195e+00,1.000000000000000000e+00,9.030607342720031738e-01
8.800637722015380859e-02,-9.717731475830078125e-01,-4.588370323181152344e-01,-1.353718161582946777e+00,-5.444273948669433594e-01,-6.189413070678710938e-01,-3.403043746948242188e-01,1.000000000000000000e+00,1.312134116888046265e-01
-3.150592446327209473e-01,-1.382355213165283203e+00,-1.531681656837463379e+00,-1.373014092445373535e+00,-1.699729919433593750e+00,-6.336424350738525391e-01,-9.826319217681884766e-01,1.000000000000000000e+00,5.964765548706054688e-01
-3.383293747901916504e-01,-1.583715200424194336e+00,-1.489204287528991699e+00,-1.645906925201416016e+00,-8.792402744293212891e-01,-4.073281288146972656e-01,-1.488558292388916016e+00,1.000000000000000000e+00,4.091534614562988281e-01
-2.871232628822326660e-01,-1.100328922271728516e+00,-8.527984619140625000e-01,-1.474477529525756836e+00,-8.851051330566406250e-01,-2.247923374176025391e+00,-9.737606048583984375e-01,0.000000000000000000e+00,2.787245512008666992e-01
5.897349119186401367e-01,-7.558083534240722656e-01,7.812213897705078125e-01,-1.336899995803833008e+00,-7.826485633850097656e-01,-6.071641445159912109e-01,-5.188338756561279297e-01,1.000000000000000000e+00,-1.290469408035278320e+00
-8.021445870399475098e-01,-1.971795082092285156e+00,-2.065375328063964844e+00,-2.463703393936157227e+00,-2.025821208953857422e+00,-1.613569378852844238e+00,-1.648674845695495605e+00,0.000000000000000000e+00,8.022132515907287598e-01
-6.134861111640930176e-01,-1.547636389732360840e+00,-1.211549282073974609e+00,-1.378643751144409180e+00,-1.091406106948852539e+00,-1.297759413719177246e+00,-2.196658134460449219e+00,0.000000000000000000e+00,-1.295083910226821899e-01
-8.378918766975402832e-01,-2.135872125625610352e+00,-9.966948032379150391e-01,-7.245101928710937500e-01,7.217442989349365234e-01,-1.936823606491088867e+00,-1.729774475097656250e-02,0.000000000000000000e+00,1.657146692276000977e+00
-9.094108343124389648e-01,-2.129066467285156250e+00,4.124157428741455078e-01,-1.234980940818786621e+00,1.348826885223388672e-01,7.121446132659912109e-01,-8.182260990142822266e-01,1.000000000000000000e+00,4.699378460645675659e-02
-2.129973173141479492e-01,-1.237785339355468750e+00,-7.652101516723632812e-01,-3.032577037811279297e-01,4.174394607543945312e-01,-8.521878719329833984e-01,-5.204277038574218750e-01,1.000000000000000000e+00,1.165144145488739014e-01
-1.565079689025878906e-01,-1.287894248962402344e+00,-8.254971504211425781e-01,-9.575736522674560547e-01,-1.412605404853820801e+00,3.020336627960205078e-01,-1.688608884811401367e+00,1.000000000000000000e+00,1.897982358932495117e+00
-4.762055277824401855e-01,-1.056381464004516602e+00,-1.152216076850891113e+00,-1.632007241249084473e+00,-1.924514651298522949e+00,-1.514561057090759277e+00,-1.553049087524414062e+00,0.000000000000000000e+00,9.096300005912780762e-01
1.515588760375976562e-01,-8.090125918388366699e-01,-1.427853465080261230e+00,-2.285387516021728516e-01,-1.662530541419982910e+00,-1.008317112922668457e+00,-2.368249177932739258e+00,0.000000000000000000e+00,-3.527794778347015381e-02
-7.297602295875549316e-01,-1.770892500877380371e+00,-1.058058023452758789e+00,-8.251802921295166016e-01,-4.457077980041503906e-01,-1.248951196670532227e+00,-1.486376047134399414e+00,1.000000000000000000e+00,-5.061939954757690430e-01
-8.221034407615661621e-01,-1.897413849830627441e+00,-5.410866737365722656e-01,-2.090068101882934570e+00,-9.981098175048828125e-01,-1.482558488845825195e+00,-1.817630052566528320e+00,0.000000000000000000e+00,-6.982052326202392578e-01
-6.492353677749633789e-01,-1.675578832626342773e+00,-1.239554405212402344e+00,-4.078853130340576172e-01,-3.384630680084228516e-01,-6.222600936889648438e-01,-9.889228343963623047e-01,1.000000000000000000e+00,7.462953329086303711e-01
1.941463708877563477e+00,1.563576102256774902e+00,1.293632507324218750e+00,1.259690284729003906e+00,3.000683784484863281e-01,-9.349012374877929688e-02,-1.941659450531005859e-01,1.000000000000000000e+00,9.523370862007141113e-01
6.098022460937500000e-01,-6.968492269515991211e-01,-4.038915634155273438e-01,-1.727785825729370117e+00,1.003955841064453125e+00,-2.240591049194335938e+00,-5.878257751464843750e-01,0.000000000000000000e+00,2.814666926860809326e-01
3.684911727905273438e-01,-2.368536889553070068e-01,-9.428243637084960938e-01,-1.035427212715148926e+00,-1.663240671157836914e+00,-1.847871422767639160e+00,-2.351551532745361328e+00,0.000000000000000000e+00,8.340384960174560547e-01
-5.040655136108398438e-01,-1.067713260650634766e+00,-1.621714591979980469e+00,-1.716727852821350098e+00,-1.571748852729797363e+00,-2.187272310256958008e+00,-2.109485626220703125e+00,0.000000000000000000e+00,-3.409369587898254395e-01
-5.156124234199523926e-01,-1.740441441535949707e+00,-1.005589127540588379e+00,-2.452964782714843750e-01,-1.992237448692321777e+00,-1.505882620811462402e+00,-1.638042926788330078e+00,1.000000000000000000e+00,-2.981114983558654785e-01
-3.949109911918640137e-01,-1.624527573585510254e+00,-3.975419998168945312e-01,-1.775484800338745117e+00,-9.590721130371093750e-01,-1.383935451507568359e+00,-8.811411857604980469e-01,0.000000000000000000e+00,7.749173641204833984e-01
3.550034523010253906e+00,4.186991214752197266e+00,2.728028297424316406e+00,2.938159465789794922e+00,2.213447570800781250e+00,2.259613037109375000e+00,1.051626205444335938e+00,1.000000000000000000e+00,1.112928509712219238e+00
-4.236073493957519531e-01,-1.580872654914855957e+00,-1.414294600486755371e+00,-1.356050252914428711e+00,-1.439309477806091309e+00,-1.525441646575927734e+00,-1.906376361846923828e+00,1.000000000000000000e+00,-8.741137385368347168e-01
-8.100641369819641113e-01,-1.568759441375732422e+00,-1.888831853866577148e+00,-1.355444312095642090e+00,1.200000762939453125e+00,-1.855664968490600586e+00,3.043389320373535156e-01,1.000000000000000000e+00,-9.664115905761718750e-01
-9.790285229682922363e-01,-2.118302583694458008e+00,-9.501678943634033203e-01,-1.023222208023071289e+00,-2.156292438507080078e+00,-1.354871749877929688e+00,-9.544601440429687500e-01,1.000000000000000000e+00,4.274232983589172363e-01
7.411395311355590820e-01,1.772052049636840820e-02,-7.725627422332763672e-01,-8.621079921722412109e-01,-1.635112524032592773e+00,-8.035774230957031250e-01,3.849656581878662109e-01,1.000000000000000000e+00,6.772750616073608398e-01
