1.000000000000000000e+00,1.185433149337768555e+00,1.000000000000000000e+00,-6.345574855804443359e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.623563349246978760e-01,1.000000000000000000e+00,5.359691381454467773e-01,-5.943361520767211914e-01,1.745256781578063965e+00,-1.078372001647949219e+00
1.000000000000000000e+00,2.076151371002197266e-01,1.000000000000000000e+00,6.395273208618164062e-01,0.000000000000000000e+00,2.000000000000000000e+00,-2.487648725509643555e-01,2.000000000000000000e+00,9.003115296363830566e-01,-2.209413051605224609e-01,-1.247691154479980469e+00,7.269707918167114258e-01
1.000000000000000000e+00,-2.358777523040771484e-01,2.000000000000000000e+00,2.626788139343261719e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.081915885210037231e-01,1.000000000000000000e+00,-1.115103960037231445e+00,1.064493656158447266e-01,-4.235922098159790039e-01,-1.686974912881851196e-01
0.000000000000000000e+00,-3.487747907638549805e-02,1.000000000000000000e+00,-1.553499221801757812e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.615124464035034180e-01,1.000000000000000000e+00,-9.455996751785278320e-01,-1.325138092041015625e+00,-5.251277685165405273e-01,-7.273917198181152344e-01
1.000000000000000000e+00,2.660825252532958984e-01,1.000000000000000000e+00,5.797617435455322266e-01,1.000000000000000000e+00,2.000000000000000000e+00,5.138615369796752930e-01,0.000000000000000000e+00,9.150251746177673340e-01,-5.964777469635009766e-01,-3.664916753768920898e-01,4.526291787624359131e-01
0.000000000000000000e+00,-1.209073543548583984e+00,0.000000000000000000e+00,1.624831855297088623e-01,0.000000000000000000e+00,2.000000000000000000e+00,-1.262778282165527344e+00,0.000000000000000000e+00,4.796814545989036560e-02,-2.124443292617797852e+00,-1.529579162597656250e-01,-4.837635159492492676e-02
1.000000000000000000e+00,-6.732163429260253906e-01,2.000000000000000000e+00,8.196908831596374512e-01,1.000000000000000000e+00,2.000000000000000000e+00,1.146637320518493652e+00,2.000000000000000000e+00,-2.103193998336791992e+00,2.744221687316894531e-01,-6.758459806442260742e-01,4.025412499904632568e-01
1.000000000000000000e+00,-1.413696885108947754e+00,2.000000000000000000e+00,1.712554216384887695e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.418825268745422363e+00,0.000000000000000000e+00,-1.302028536796569824e+00,4.934444427490234375e-01,9.171341657638549805e-01,1.031436800956726074e+00
0.000000000000000000e+00,-1.615062832832336426e+00,2.000000000000000000e+00,-7.464166283607482910e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.639680087566375732e-01,2.000000000000000000e+00,-9.188374280929565430e-01,3.228499889373779297e-01,9.706789255142211914e-01,-3.581745922565460205e-01
0.000000000000000000e+00,1.295315504074096680e+00,0.000000000000000000e+00,-1.991303205490112305e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.651876449584960938e-01,2.000000000000000000e+00,-1.044017791748046875e+00,-9.762272834777832031e-01,1.327350258827209473e+00,-1.968302130699157715e+00
