8.648180961608886719e-02,-1.196626901626586914e+00,1.768641471862792969e-01,9.701509475708007812e-01,-1.192803502082824707e+00,1.100921630859375000e-01,-1.276649951934814453e+00,1.000000000000000000e+00,-7.278922796249389648e-01
1.327520608901977539e+00,9.886168837547302246e-01,-1.744434952735900879e+00,-1.816535234451293945e+00,-1.784592151641845703e+00,-1.659083485603332520e+00,-1.152589440345764160e+00,0.000000000000000000e+00,-1.683024287223815918e+00
4.809492826461791992e-01,-8.094790577888488770e-01,-5.529599189758300781e-01,5.179018974304199219e-01,-9.718220233917236328e-01,-6.725933551788330078e-01,-1.463058352470397949e+00,0.000000000000000000e+00,-1.110924959182739258e+00
-8.417067527770996094e-01,-1.152771830558776855e+00,9.091100692749023438e-01,9.243235588073730469e-01,8.853106498718261719e-01,-1.686825752258300781e-01,-5.965261459350585938e-01,1.000000000000000000e+00,-7.285247445106506348e-01
7.552909851074218750e-02,-1.266663074493408203e+00,-1.212196350097656250e-01,5.896396636962890625e-01,-5.015771389007568359e-01,-3.446631431579589844e-01,-1.298603415489196777e+00,1.000000000000000000e+00,-5.445424914360046387e-01
-4.757157564163208008e-01,-4.479066729545593262e-01,2.764117717742919922e-01,8.895440101623535156e-01,-1.380734443664550781e-01,5.640573501586914062e-01,-1.204109430313110352e+00,1.000000000000000000e+00,-5.697046518325805664e-01
-4.807320833206176758e-01,2.923161387443542480e-01,-3.892025947570800781e-01,2.673988342285156250e-01,-4.599552154541015625e-01,1.578582763671875000e+00,-1.047313451766967773e+00,1.000000000000000000e+00,3.127599954605102539e-01
8.800637722015380859e-02,-4.869224727153778076e-01,-2.071375846862792969e-01,5.434012413024902344e-02,-3.781437873840332031e-01,2.024872303009033203e-01,-2.353057861328125000e-01,1.000000000000000000e+00,-4.432596862316131592e-01
-3.150592446327209473e-01,-6.491628289222717285e-01,-6.589159965515136719e-01,3.662867546081542969e-01,-1.283801794052124023e+00,4.358887672424316406e-01,-8.246269226074218750e-01,1.000000000000000000e+00,-2.009699046611785889e-01
-3.383293747901916504e-01,-1.195453643798828125e+00,-5.809843540191650391e-01,6.715884208679199219e-01,-4.329638481140136719e-01,1.015027046203613281e+00,-1.227577686309814453e+00,1.000000000000000000e+00,-2.557828426361083984e-01
-2.871232628822326660e-01,1.269423365592956543e-01,-2.266931533813476562e-02,-5.198554992675781250e-01,-3.578193187713623047e-01,-1.769948720932006836e+00,-6.610796451568603516e-01,0.000000000000000000e+00,-1.164431810379028320e+00
